,title,basesalary,bonus,LevelBucket,region
17207,Software Engineer,225000,22000,Entry,East
17208,Software Engineer,102000,11000,Mid,East
17209,Software Engineer,121000,7000,Mid,MidWest
17211,Software Engineer,97000,0,Entry,West
17212,Software Engineer,104000,7000,Associate,East
17213,Software Engineer,149000,9000,Associate,East
17214,Software Engineer,114000,18000,Associate,West
17215,Software Engineer,188000,0,Associate,West
17216,Product Manager,184000,15000,Mid,West
17217,Software Engineer,231000,0,Associate,West
17218,Software Engineer,111000,7000,Associate,Southern
17219,Product Manager,213000,56000,Mid,West
17220,Software Engineer,240000,0,Senior,West
17221,Software Engineer,236000,8000,Mid,West
17222,Data Scientist,194000,6000,Associate,West
17223,Software Engineer,106000,35000,Senior,West
17224,Software Engineer,126000,5000,Mid,West
17225,Software Engineer,197000,16000,Associate,West
17226,Software Engineer,211000,18000,Senior,West
17227,Software Engineer,74000,6000,Associate,
17228,Software Engineer,220000,11000,Associate,West
17229,Product Manager,211000,0,Senior,West
17230,Software Engineer,73000,17000,Associate,West
17231,Software Engineer,235000,24000,Associate,West
17232,Software Engineer,170000,27000,Entry,West
17233,Software Engineer,131000,29000,Associate,West
17234,Software Engineer,153000,23000,Entry,West
17235,Product Designer,170000,35000,Senior,West
17236,Solution Architect,202000,60000,Senior,East
17237,Product Manager,176000,0,Associate,West
17238,Software Engineer,260000,0,Senior,East
17239,Software Engineer,160000,21000,Associate,West
17240,Software Engineer,82000,5000,Associate,West
17241,Software Engineer,153000,18000,Associate,West
17242,Software Engineer,195000,8000,Associate,West
17243,Software Engineer,86000,6000,Mid,East
17244,Software Engineer,111000,34000,Senior,West
17245,Software Engineer,154000,0,Senior,
17246,Software Engineer,68000,0,Associate,Southern
17247,Product Manager,215000,49000,Senior,West
17248,Software Engineer,98000,35000,Entry,West
17249,Software Engineer,146000,18000,Mid,West
17250,Software Engineer,129000,16000,Associate,West
17251,Software Engineer,151000,0,Associate,East
17252,Software Engineer,146000,48000,Senior,East
17253,Software Engineer,74000,9000,Associate,
17254,Software Engineer,133000,0,Entry,East
17255,Software Engineer,72000,19000,Entry,West
17256,Software Engineer,107000,26000,Mid,West
17257,Software Engineer,67000,14000,Associate,Southern
17258,Software Engineer,63000,9000,Entry,West
17259,Product Manager,221000,121000,Senior,Southern
17260,Software Engineer,155000,10000,Associate,East
17261,Software Engineer,140000,15000,Associate,East
17262,Software Engineer,227000,47000,Senior,West
17263,Software Engineering Manager,77000,64000,Associate,East
17264,Software Engineer,157000,42000,Mid,East
17265,Software Engineer,167000,27000,Entry,West
17266,Software Engineer,136000,16000,Associate,West
17267,Software Engineer,111000,11000,Associate,Southern
17268,Data Scientist,212000,0,Associate,East
17269,Software Engineer,138000,45000,Associate,East
17270,Software Engineering Manager,250000,25000,Senior,MidWest
17271,Software Engineer,86000,10000,Mid,West
17273,Software Engineering Manager,177000,17000,Senior,West
17274,Software Engineer,60000,0,Senior,Southern
17275,Software Engineer,129000,10000,Associate,West
17276,Software Engineer,125000,8000,Associate,West
17277,Software Engineer,217000,15000,Mid,West
17278,Software Engineer,64000,11000,Mid,MidWest
17279,Software Engineer,125000,32000,Mid,West
17280,Product Manager,93000,9000,Senior,
17281,Software Engineer,107000,8000,Entry,MidWest
17282,Software Engineer,130000,17000,Associate,West
17283,Software Engineer,104000,5000,Associate,MidWest
17284,Software Engineer,148000,26000,Mid,West
17285,Software Engineer,71000,0,Associate,
17286,Software Engineer,76000,6000,Senior,
17287,Software Engineer,142000,44000,Mid,West
17288,Software Engineer,138000,13000,Entry,East
17289,Software Engineer,268000,72000,Mid,West
17290,Software Engineer,165000,12000,Entry,West
17291,Software Engineering Manager,245000,2000,Senior,West
17292,Product Manager,144000,36000,Senior,West
17293,Software Engineer,135000,11000,Associate,West
17294,Software Engineer,226000,0,Mid,East
17295,Data Scientist,186000,0,Mid,
17296,Software Engineer,150000,1000,Entry,East
17297,Software Engineer,48000,2000,Associate,
17298,Software Engineering Manager,193000,70000,Senior,West
17299,Software Engineer,219000,23000,Senior,West
17300,Software Engineering Manager,113000,42000,Mid,
17301,Software Engineer,163000,20000,Senior,East
17302,Software Engineer,214000,12000,Mid,West
17303,Software Engineer,107000,0,Mid,West
17304,Software Engineer,215000,49000,Senior,West
17305,Software Engineer,117000,0,Associate,East
17306,Product Manager,225000,19000,Mid,West
17307,Product Manager,156000,22000,Mid,West
17308,Software Engineer,112000,0,Entry,East
17309,Product Manager,217000,54000,Senior,West
17310,Software Engineer,209000,0,Mid,Southern
17311,Software Engineer,122000,23000,Mid,West
17312,Software Engineer,131000,0,Senior,East
17314,Software Engineer,140000,2000,Mid,Southern
17315,Software Engineer,73000,6000,Mid,
17316,Software Engineer,155000,0,Associate,East
17317,Software Engineer,71000,12000,Associate,
17318,Software Engineer,90000,5000,Entry,West
17319,Software Engineer,193000,23000,Senior,West
17320,Hardware Engineer,261000,35000,Senior,West
17321,Hardware Engineer,119000,21000,Associate,East
17322,Hardware Engineer,124000,33000,Senior,West
17324,Software Engineer,140000,42000,Mid,West
17325,Data Scientist,170000,19000,Mid,West
17326,Software Engineer,132000,7000,Associate,Southern
17327,Software Engineer,172000,27000,Associate,West
17328,Software Engineer,180000,0,Mid,West
17329,Software Engineer,85000,21000,Associate,West
17330,Software Engineer,167000,24000,Mid,West
17331,Product Designer,184000,32000,Associate,West
17332,Software Engineer,61000,2000,Associate,
17333,Software Engineer,119000,0,Associate,
17334,Solution Architect,101000,40000,Senior,Southern
17335,Software Engineer,80000,4000,Entry,West
17336,Product Designer,159000,2000,Associate,MidWest
17338,Software Engineer,239000,0,Associate,West
17339,Software Engineer,79000,9000,Entry,West
17340,Software Engineer,236000,41000,Senior,Southern
17341,Data Scientist,238000,0,Senior,West
17342,Software Engineer,75000,7000,Entry,East
17343,Product Manager,90000,24000,Mid,
17344,Software Engineer,218000,26000,Senior,West
17345,Software Engineer,156000,0,Associate,West
17346,Software Engineer,98000,5000,Entry,East
17347,Software Engineer,254000,6000,Mid,West
17348,Software Engineer,169000,0,Mid,West
17349,Software Engineer,255000,22000,Mid,West
17350,Software Engineering Manager,253000,0,Mid,West
17352,Hardware Engineer,49000,5000,Associate,West
17353,Software Engineer,169000,19000,Associate,West
17354,Software Engineer,248000,24000,Associate,West
17355,Software Engineer,210000,12000,Entry,West
17356,Product Manager,131000,26000,Senior,West
17357,Product Manager,159000,16000,Senior,Southern
17358,Hardware Engineer,162000,23000,Senior,West
17359,Software Engineering Manager,92000,0,Associate,West
17360,Software Engineer,127000,6000,Entry,MidWest
17361,Software Engineer,86000,9000,Entry,Southern
17362,Software Engineer,163000,24000,Senior,West
17363,Software Engineer,80000,0,Senior,MidWest
17364,Software Engineer,116000,27000,Entry,East
17365,Software Engineer,241000,27000,Associate,West
17366,Software Engineer,107000,27000,Senior,West
17367,Software Engineer,111000,21000,Senior,East
17368,Software Engineer,75000,22000,Associate,West
17369,Software Engineer,153000,13000,Senior,West
17370,Software Engineer,163000,19000,Associate,West
17371,Software Engineer,203000,3000,Associate,West
17372,Data Scientist,257000,58000,Entry,East
17374,Software Engineer,145000,0,Mid,MidWest
17375,Software Engineer,99000,27000,Associate,East
17376,Software Engineer,153000,0,Mid,West
17377,Software Engineer,110000,2000,Entry,Southern
17378,Software Engineer,127000,58000,Senior,East
17379,Product Manager,110000,8000,Entry,West
17380,Software Engineer,158000,29000,Mid,West
17381,Software Engineer,98000,7000,Entry,MidWest
17382,Software Engineer,176000,53000,Associate,East
17383,Software Engineer,102000,0,Mid,West
17384,Product Manager,184000,20000,Senior,West
17385,Software Engineering Manager,217000,87000,Mid,East
17386,Software Engineer,176000,23000,Mid,West
17387,Software Engineer,169000,41000,Associate,West
17388,Software Engineer,133000,8000,Mid,East
17389,Software Engineer,164000,27000,Associate,East
17390,Software Engineer,87000,0,Senior,
17391,Data Scientist,149000,12000,Entry,West
17392,Software Engineer,186000,34000,Senior,West
17393,Software Engineer,60000,7000,Associate,West
17394,Software Engineer,138000,22000,Senior,
17395,Software Engineer,134000,19000,Associate,West
17396,Solution Architect,145000,3000,Senior,West
17397,Software Engineer,113000,12000,Associate,West
17398,Software Engineer,56000,0,Senior,West
17399,Software Engineer,75000,10000,Associate,West
17400,Software Engineer,219000,35000,Mid,West
17401,Product Manager,186000,27000,Mid,West
17402,Product Manager,180000,125000,Mid,West
17403,Software Engineer,187000,67000,Entry,West
17404,Software Engineer,259000,0,Senior,East
17405,Software Engineer,58000,9000,Associate,
17406,Software Engineering Manager,151000,22000,Mid,East
17407,Software Engineer,80000,11000,Senior,MidWest
17408,Software Engineer,147000,0,Senior,
17409,Hardware Engineer,123000,4000,Mid,East
17410,Software Engineer,57000,12000,Associate,
17411,Software Engineer,75000,17000,Entry,West
17412,Software Engineer,131000,17000,Associate,West
17413,Software Engineer,99000,0,Mid,East
17414,Software Engineer,125000,31000,Senior,East
17415,Software Engineer,108000,14000,Mid,West
17416,Software Engineer,152000,0,Entry,West
17417,Software Engineer,149000,23000,Mid,West
17418,Software Engineer,183000,38000,Entry,East
17419,Software Engineer,139000,0,Mid,
17421,Solution Architect,77000,13000,Associate,
17422,Software Engineer,23000,10000,Associate,
17423,Product Designer,219000,0,Mid,West
17424,Software Engineer,245000,33000,Associate,West
17426,Software Engineer,137000,7000,Associate,West
17427,Software Engineer,185000,37000,Mid,
17428,Software Engineering Manager,259000,16000,Senior,West
17429,Hardware Engineer,147000,13000,Senior,Southern
17430,Software Engineer,124000,17000,Associate,Southern
17431,Software Engineer,216000,0,Mid,West
17432,Software Engineer,165000,12000,Entry,
17433,Software Engineer,245000,51000,Associate,West
17434,Software Engineer,134000,10000,Mid,West
17435,Hardware Engineer,150000,0,Senior,West
17436,Hardware Engineer,120000,10000,Entry,West
17437,Hardware Engineer,89000,2000,Entry,Southern
17438,Hardware Engineer,125000,15000,Entry,West
17439,Software Engineer,125000,0,Entry,West
17440,Software Engineer,51000,1000,Associate,
17441,Product Manager,111000,27000,Associate,West
17442,Recruiter,144000,17000,Associate,East
17443,Software Engineer,128000,25000,Associate,West
17444,Software Engineer,116000,5000,Mid,Southern
17445,Software Engineer,59000,35000,Associate,West
17446,Software Engineer,61000,11000,Entry,
17448,Software Engineer,139000,12000,Associate,West
17449,Solution Architect,136000,19000,Senior,East
17450,Software Engineer,53000,11000,Entry,Southern
17451,Software Engineer,102000,5000,Entry,West
17452,Software Engineer,82000,0,Entry,West
17454,Product Manager,152000,34000,Senior,West
17455,Software Engineer,233000,31000,Senior,West
17456,Software Engineer,73000,0,Mid,
17457,Software Engineer,159000,30000,Associate,East
17458,Software Engineer,120000,0,Mid,
17459,Software Engineer,146000,8000,Associate,West
17460,Software Engineer,132000,0,Mid,West
17461,Product Manager,199000,38000,Mid,West
17462,Software Engineer,145000,24000,Mid,West
17463,Software Engineer,199000,10000,Mid,West
17464,Product Manager,118000,15000,Associate,West
17465,Software Engineer,196000,23000,Associate,West
17466,Solution Architect,100000,7000,Senior,East
17467,Software Engineer,137000,15000,Associate,East
17468,Software Engineering Manager,109000,69000,Senior,MidWest
17469,Software Engineer,108000,0,Mid,West
17470,Software Engineer,92000,15000,Senior,MidWest
17471,Hardware Engineer,161000,0,Entry,Southern
17472,Product Designer,174000,0,Senior,West
17473,Software Engineering Manager,241000,0,Mid,West
17474,Software Engineer,225000,32000,Senior,West
17476,Software Engineer,104000,24000,Senior,West
17477,Software Engineering Manager,115000,10000,Mid,
17478,Software Engineer,59000,0,Mid,
17479,Product Manager,172000,38000,Senior,West
17480,Hardware Engineer,177000,21000,Senior,Southern
17481,Software Engineer,199000,2000,Mid,East
17482,Software Engineer,164000,1000,Associate,East
17483,Software Engineer,262000,17000,Senior,East
17484,Software Engineer,144000,13000,Senior,West
17485,Software Engineer,230000,30000,Mid,East
17486,Software Engineering Manager,141000,15000,Senior,
17487,Hardware Engineer,240000,27000,Mid,West
17488,Software Engineer,79000,4000,Entry,
17490,Software Engineer,60000,8000,Mid,Southern
17491,Software Engineer,77000,12000,Entry,West
17492,Software Engineer,133000,30000,Mid,West
17493,Software Engineer,33000,0,Associate,
17494,Software Engineer,205000,68000,Mid,West
17495,Solution Architect,133000,15000,Senior,MidWest
17497,Software Engineer,229000,0,Senior,West
17498,Product Manager,174000,0,Senior,West
17499,Software Engineer,221000,0,Senior,East
17500,Software Engineer,191000,1000,Associate,West
17501,Solution Architect,75000,13000,Associate,West
17502,Software Engineer,99000,80000,Associate,East
17503,Hardware Engineer,125000,0,Senior,West
17504,Software Engineer,56000,9000,Associate,
17505,Software Engineer,143000,45000,Senior,West
17506,Software Engineer,38000,0,Mid,
17507,Product Designer,111000,13000,Senior,
17508,Software Engineer,158000,16000,Associate,West
17509,Product Manager,93000,6000,Associate,West
17510,Product Manager,183000,20000,Associate,West
17512,Software Engineer,124000,4000,Associate,
17513,Software Engineer,231000,29000,Mid,West
17514,Product Designer,45000,13000,Associate,
17515,Solution Architect,148000,41000,Senior,West
17516,Product Designer,28000,10000,Associate,
17517,Software Engineer,26000,4000,Entry,
17518,Software Engineer,71000,15000,Mid,
17519,Software Engineer,192000,0,Associate,West
17520,Software Engineer,241000,25000,Senior,West
17522,Software Engineer,52000,40000,Associate,
17523,Software Engineer,204000,12000,Mid,
17524,Software Engineer,49000,0,Associate,
